,Case ID,Activity,Timestamp
3949,1-621571462,Accepted-In Progress,2011/12/10 06:25:41.000
3950,1-621571462,Completed-Closed,2012/01/18 12:53:51.000
3967,1-622154016,Accepted-In Progress,2012/02/21 12:07:45.000
3966,1-622154016,Accepted-In Progress,2012/02/21 08:07:04.000
3965,1-622154016,Accepted-Assigned,2011/12/27 12:52:13.000
3964,1-622154016,Accepted-In Progress,2011/12/12 12:50:27.000
3963,1-622154016,Accepted-In Progress,2011/12/12 12:53:05.000
3962,1-622154016,Accepted-In Progress,2011/12/12 12:53:19.000
3961,1-622154016,Queued-Awaiting Assignment,2011/12/12 12:53:34.000
3960,1-622154016,Accepted-Wait,2011/12/12 17:41:18.000
3957,1-622154016,Accepted-Wait,2012/02/21 12:07:56.000
3958,1-622154016,Queued-Awaiting Assignment,2012/02/20 18:56:48.000
3956,1-622154016,Accepted-In Progress,2012/02/28 10:18:13.000
3955,1-622154016,Queued-Awaiting Assignment,2012/02/28 10:19:08.000
3954,1-622154016,Accepted-In Progress,2012/02/28 10:36:29.000
3953,1-622154016,Completed-Closed,2012/03/01 11:05:51.000
3952,1-622154016,Accepted-In Progress,2011/12/12 17:41:11.000
3951,1-622154016,Queued-Awaiting Assignment,2011/12/12 16:31:14.000
3959,1-622154016,Accepted-In Progress,2011/12/12 16:29:16.000
3972,1-622156083,Accepted-In Progress,2011/12/12 12:50:53.000
3971,1-622156083,Queued-Awaiting Assignment,2011/12/12 12:51:38.000
3970,1-622156083,Accepted-Assigned,2011/12/12 14:54:04.000
3969,1-622156083,Accepted-In Progress,2012/01/17 13:30:30.000
3968,1-622156083,Completed-Closed,2012/01/17 13:31:09.000
3973,1-622295317,Accepted-In Progress,2011/12/12 15:33:32.000
3974,1-622295317,Accepted-Wait,2012/03/02 11:22:18.000
3975,1-622295317,Completed-Closed,2012/03/22 15:45:50.000
3976,1-622618613,Accepted-In Progress,2011/12/13 04:07:15.000
3977,1-622618613,Queued-Awaiting Assignment,2011/12/13 04:07:39.000
3978,1-622618613,Accepted-In Progress,2011/12/13 07:11:12.000
3979,1-622618613,Accepted-Wait,2011/12/13 07:11:20.000
3980,1-622618613,Completed-Closed,2012/01/19 16:38:31.000
3983,1-622630582,Accepted-In Progress,2011/12/13 06:47:00.000
3982,1-622630582,Accepted-Wait,2011/12/20 02:43:10.000
3981,1-622630582,Completed-Closed,2012/05/23 04:53:03.000
3984,1-622652886,Accepted-In Progress,2011/12/13 09:52:25.000
3985,1-622652886,Completed-Closed,2012/04/30 17:41:11.000
3986,1-622783644,Accepted-In Progress,2011/12/13 10:19:11.000
3987,1-622783644,Accepted-Wait,2011/12/26 13:32:16.000
3988,1-622783644,Accepted-In Progress,2012/05/18 09:01:25.000
3989,1-622783644,Completed-Closed,2012/05/18 09:02:02.000
3990,1-622806196,Accepted-In Progress,2011/12/13 11:05:09.000
3991,1-622806196,Accepted-Wait,2011/12/13 12:21:14.000
3992,1-622806196,Accepted-In Progress,2012/05/04 17:03:00.000
3993,1-622806196,Completed-Closed,2012/05/04 17:05:26.000
3996,1-622847448,Accepted-In Progress,2011/12/13 15:36:57.000
3997,1-622847448,Accepted-Assigned,2012/03/13 14:23:34.000
3994,1-622847448,Accepted-In Progress,2012/04/23 15:31:16.000
3995,1-622847448,Completed-Closed,2012/04/23 15:32:27.000
3998,1-622856843,Accepted-In Progress,2011/12/13 11:27:52.000
3999,1-622856843,Completed-Closed,2012/01/24 09:29:10.000
4000,1-622874191,Accepted-In Progress,2011/12/13 12:19:40.000
4001,1-622874191,Accepted-In Progress,2011/12/19 13:55:54.000
4002,1-622874191,Completed-Closed,2012/01/30 10:19:24.000
4003,1-622884303,Accepted-In Progress,2011/12/13 13:28:06.000
4004,1-622884303,Accepted-Wait,2011/12/21 14:15:37.000
4005,1-622884303,Completed-Closed,2012/03/27 09:52:39.000
4008,1-622940906,Accepted-In Progress,2011/12/13 13:52:14.000
4007,1-622940906,Accepted-In Progress,2012/01/13 10:07:55.000
4006,1-622940906,Completed-Closed,2012/01/17 11:10:00.000
4009,1-623152702,Accepted-In Progress,2011/12/13 18:51:50.000
4010,1-623152702,Completed-Closed,2012/04/19 11:09:47.000
4011,1-623336818,Accepted-In Progress,2011/12/14 11:46:39.000
4012,1-623336818,Completed-Closed,2012/02/20 08:38:46.000
4013,1-623354971,Accepted-In Progress,2011/12/14 09:45:16.000
4014,1-623354971,Accepted-Assigned,2011/12/14 09:51:17.000
4015,1-623354971,Accepted-In Progress,2012/04/17 10:16:34.000
4016,1-623354971,Completed-Closed,2012/04/17 10:16:37.000
4023,1-623520821,Completed-Closed,2012/03/05 16:30:19.000
4021,1-623520821,Accepted-Wait,2011/12/14 11:27:55.000
4020,1-623520821,Accepted-Wait,2011/12/21 13:10:20.000
4022,1-623520821,Accepted-Wait,2012/01/09 17:11:01.000
4018,1-623520821,Accepted-In Progress,2012/01/09 11:37:01.000
4017,1-623520821,Accepted-In Progress,2011/12/14 11:27:37.000
4019,1-623520821,Accepted-In Progress,2011/12/15 13:17:55.000
4024,1-623521280,Accepted-Wait,2011/12/14 12:24:49.000
4025,1-623521280,Accepted-In Progress,2012/02/06 12:02:10.000
4026,1-623521280,Accepted-Wait,2012/02/06 17:05:17.000
4027,1-623521280,Completed-Closed,2012/03/09 15:45:01.000
4028,1-623626713,Accepted-In Progress,2011/12/14 12:27:57.000
4029,1-623626713,Accepted-Wait,2011/12/14 12:28:40.000
4030,1-623626713,Accepted-In Progress,2012/02/07 09:40:27.000
4031,1-623626713,Accepted-Wait,2012/02/10 09:13:16.000
4032,1-623626713,Completed-Closed,2012/03/09 16:16:31.000
4040,1-623792185,Accepted-In Progress,2011/12/14 16:00:50.000
4039,1-623792185,Queued-Awaiting Assignment,2011/12/14 16:40:11.000
4038,1-623792185,Accepted-In Progress,2011/12/16 09:57:47.000
4037,1-623792185,Queued-Awaiting Assignment,2011/12/28 10:32:53.000
4034,1-623792185,Accepted-In Progress,2012/01/02 10:04:41.000
4035,1-623792185,Accepted-Wait,2012/01/02 10:12:41.000
4033,1-623792185,Accepted-In Progress,2012/01/17 15:20:02.000
4036,1-623792185,Completed-Closed,2012/01/17 15:21:03.000
4041,1-623859845,Accepted-In Progress,2011/12/14 16:06:21.000
4042,1-623859845,Completed-Closed,2012/03/05 10:33:07.000
4050,1-623873811,Completed-Closed,2011/12/15 09:05:32.000
4054,1-623873811,Queued-Awaiting Assignment,2011/12/14 16:36:41.000
4053,1-623873811,Accepted-Assigned,2011/12/15 09:15:33.000
4052,1-623873811,Queued-Awaiting Assignment,2011/12/14 16:16:44.000
4055,1-623873811,Accepted-Wait,2011/12/15 11:19:48.000
4049,1-623873811,Completed-Closed,2012/02/17 17:02:19.000
4051,1-623873811,Accepted-In Progress,2011/12/14 16:23:53.000
4047,1-623873811,Accepted-In Progress,2011/12/15 09:14:19.000
4043,1-623873811,Accepted-In Progress,2012/01/25 16:21:33.000
4044,1-623873811,Accepted-Wait,2012/01/25 16:23:52.000
4048,1-623873811,Accepted-In Progress,2011/12/15 09:02:54.000
4046,1-623873811,Completed-Closed,2011/12/20 19:27:10.000
4045,1-623873811,Accepted-In Progress,2011/12/14 16:16:05.000
4056,1-624009613,Accepted-In Progress,2011/12/15 00:38:51.000
4057,1-624009613,Completed-Closed,2012/01/31 03:59:23.000
4058,1-624219528,Accepted-In Progress,2011/12/15 10:55:26.000
4059,1-624219528,Completed-Closed,2012/03/27 11:36:54.000
4060,1-624305845,Queued-Awaiting Assignment,2011/12/15 11:58:06.000
4061,1-624305845,Accepted-In Progress,2012/01/06 10:12:12.000
4062,1-624305845,Completed-Closed,2012/01/06 10:17:05.000
4072,1-624403918,Accepted-In Progress,2011/12/15 16:29:31.000
4071,1-624403918,Completed-Closed,2012/03/15 15:45:21.000
4070,1-624403918,Queued-Awaiting Assignment,2011/12/16 15:36:37.000
4069,1-624403918,Accepted-In Progress,2012/01/10 12:21:21.000
4068,1-624403918,Accepted-In Progress,2012/01/10 13:30:24.000
4064,1-624403918,Accepted-Wait,2011/12/15 17:30:21.000
4066,1-624403918,Accepted-In Progress,2012/01/12 10:03:42.000
4065,1-624403918,Accepted-Wait,2012/01/12 10:03:51.000
4073,1-624403918,Completed-Closed,2012/03/15 15:54:45.000
4063,1-624403918,Accepted-In Progress,2012/03/15 15:45:30.000
4067,1-624403918,Queued-Awaiting Assignment,2012/01/10 13:26:31.000
4075,1-624450715,Accepted-In Progress,2011/12/15 15:23:36.000
4076,1-624450715,Accepted-Wait,2011/12/15 15:23:45.000
4074,1-624450715,Completed-Closed,2012/03/30 14:07:57.000
4078,1-624711258,Accepted-In Progress,2011/12/16 09:13:45.000
4077,1-624711258,Queued-Awaiting Assignment,2011/12/16 09:17:50.000
4079,1-624711258,Accepted-In Progress,2011/12/16 09:20:27.000
4080,1-624711258,Completed-Closed,2012/03/12 13:00:12.000
4081,1-624745314,Accepted-In Progress,2011/12/16 09:51:26.000
4082,1-624745314,Completed-Closed,2012/02/08 14:15:41.000
4083,1-624845426,Accepted-In Progress,2011/12/16 10:40:07.000
4084,1-624845426,Queued-Awaiting Assignment,2011/12/16 10:40:33.000
4085,1-624845426,Accepted-In Progress,2012/01/13 09:39:30.000
4086,1-624845426,Completed-Closed,2012/01/13 10:26:23.000
4091,1-625322174,Queued-Awaiting Assignment,2011/12/17 12:19:36.000
4090,1-625322174,Accepted-In Progress,2011/12/17 12:18:28.000
4089,1-625322174,Accepted-In Progress,2011/12/22 14:52:39.000
4087,1-625322174,Completed-Closed,2012/04/16 14:55:11.000
4088,1-625322174,Accepted-Wait,2011/12/22 14:52:47.000
4092,1-625459293,Accepted-In Progress,2011/12/19 03:13:32.000
4093,1-625459293,Queued-Awaiting Assignment,2011/12/19 03:14:22.000
4094,1-625459293,Accepted-In Progress,2012/01/05 14:08:46.000
4095,1-625459293,Accepted-Wait,2012/01/05 14:25:39.000
4096,1-625459293,Completed-Closed,2012/01/19 16:33:55.000
4097,1-625628532,Accepted-In Progress,2011/12/19 09:09:42.000
4098,1-625628532,Completed-Closed,2012/04/20 09:23:30.000
4099,1-625634702,Accepted-In Progress,2011/12/19 08:49:47.000
4100,1-625634702,Accepted-Wait,2011/12/19 09:13:42.000
4101,1-625634702,Completed-Closed,2012/01/18 05:53:58.000
4104,1-625634824,Accepted-In Progress,2011/12/19 08:57:11.000
4103,1-625634824,Accepted-Wait,2011/12/19 09:13:17.000
4102,1-625634824,Completed-Closed,2012/01/20 08:24:03.000
4105,1-625634936,Accepted-In Progress,2011/12/19 09:03:01.000
4106,1-625634936,Accepted-Wait,2011/12/19 09:12:46.000
4107,1-625634936,Completed-Closed,2012/04/09 05:19:42.000
4108,1-625646775,Accepted-In Progress,2011/12/19 09:00:43.000
4109,1-625646775,Completed-Closed,2012/02/01 09:56:47.000
4110,1-626102521,Accepted-In Progress,2011/12/19 15:15:13.000
4111,1-626102521,Completed-Closed,2012/03/19 15:29:08.000
4114,1-626212681,Accepted-In Progress,2011/12/19 17:02:25.000
4112,1-626212681,Accepted-Wait,2012/01/04 11:26:26.000
4113,1-626212681,Accepted-In Progress,2012/02/20 10:32:17.000
4115,1-626212681,Completed-Closed,2012/02/20 10:35:33.000
4121,1-626292231,Accepted-Wait,2012/02/07 19:48:51.000
4120,1-626292231,Accepted-In Progress,2011/12/20 01:49:14.000
4119,1-626292231,Accepted-In Progress,2011/12/20 01:48:36.000
4116,1-626292231,Completed-Closed,2012/05/28 12:06:04.000
4117,1-626292231,Accepted-In Progress,2012/05/28 12:04:15.000
4118,1-626292231,Completed-Closed,2012/05/28 11:50:17.000
4124,1-626462354,Accepted-In Progress,2011/12/20 08:59:29.000
4122,1-626462354,Accepted-Wait,2012/02/02 10:43:55.000
4123,1-626462354,Completed-Closed,2012/04/17 11:02:51.000
4131,1-626510640,Accepted-In Progress,2011/12/20 09:39:32.000
4130,1-626510640,Accepted-Wait,2011/12/20 10:03:49.000
4132,1-626510640,Accepted-In Progress,2011/12/20 14:19:22.000
4129,1-626510640,Accepted-Wait,2011/12/21 10:40:49.000
4128,1-626510640,Accepted-In Progress,2012/02/02 08:45:56.000
4127,1-626510640,Accepted-Wait,2012/02/02 13:44:11.000
4126,1-626510640,Accepted-In Progress,2012/02/02 14:37:55.000
4125,1-626510640,Completed-Closed,2012/02/02 14:39:10.000
4133,1-626515794,Accepted-In Progress,2011/12/20 14:07:40.000
4134,1-626515794,Accepted-Assigned,2011/12/20 14:26:59.000
4135,1-626515794,Accepted-Assigned,2011/12/23 15:33:36.000
4136,1-626515794,Accepted-In Progress,2012/01/06 14:12:19.000
4137,1-626515794,Completed-Closed,2012/01/06 14:13:30.000
4138,1-626760391,Accepted-In Progress,2011/12/20 14:43:16.000
4139,1-626760391,Accepted-In Progress,2012/01/12 17:33:11.000
4140,1-626760391,Completed-Closed,2012/01/12 17:33:48.000
4143,1-626834451,Accepted-In Progress,2011/12/20 16:25:10.000
4141,1-626834451,Accepted-Assigned,2011/12/20 16:26:35.000
4142,1-626834451,Completed-Closed,2012/02/01 12:03:13.000
4144,1-627163101,Accepted-In Progress,2011/12/21 07:14:19.000
4145,1-627163101,Accepted-Wait,2012/01/18 12:17:47.000
4146,1-627163101,Accepted-In Progress,2012/02/01 12:23:43.000
4147,1-627163101,Accepted-In Progress,2012/04/12 11:35:52.000
4148,1-627163101,Accepted-In Progress,2012/04/19 14:28:17.000
4149,1-627163101,Completed-Closed,2012/05/09 10:32:27.000
4154,1-627190551,Completed-Closed,2011/12/21 09:13:03.000
4155,1-627190551,Accepted-In Progress,2011/12/21 09:06:12.000
4153,1-627190551,Accepted-In Progress,2011/12/29 09:47:16.000
4156,1-627190551,Accepted-Wait,2011/12/29 09:47:23.000
4151,1-627190551,Accepted-Wait,2012/01/18 16:31:17.000
4150,1-627190551,Accepted-In Progress,2012/01/18 16:22:21.000
4152,1-627190551,Completed-Closed,2012/02/10 10:28:45.000
4160,1-627336700,Accepted-In Progress,2011/12/21 10:39:43.000
4159,1-627336700,Accepted-Assigned,2011/12/21 10:40:06.000
4158,1-627336700,Accepted-In Progress,2012/01/30 14:18:50.000
4157,1-627336700,Completed-Closed,2012/01/30 14:18:51.000
4161,1-627337013,Accepted-In Progress,2011/12/21 11:13:58.000
4162,1-627337013,Accepted-In Progress,2012/01/26 14:12:53.000
4163,1-627337013,Completed-Closed,2012/03/01 15:37:25.000
4164,1-627532005,Accepted-In Progress,2011/12/21 14:33:20.000
4165,1-627532005,Accepted-Assigned,2011/12/21 14:33:49.000
4166,1-627532005,Accepted-Wait,2012/01/09 14:52:30.000
4167,1-627532005,Completed-Closed,2012/04/23 13:38:19.000
4169,1-627557462,Accepted-In Progress,2011/12/21 14:57:20.000
4170,1-627557462,Accepted-In Progress,2011/12/21 14:58:06.000
4168,1-627557462,Completed-Closed,2012/02/01 13:51:37.000
4171,1-627630611,Accepted-In Progress,2011/12/21 15:43:03.000
4172,1-627630611,Queued-Awaiting Assignment,2011/12/21 15:46:04.000
4173,1-627630611,Accepted-In Progress,2011/12/23 09:36:20.000
4174,1-627630611,Completed-Closed,2012/01/10 13:49:48.000
4175,1-627878397,Accepted-In Progress,2011/12/22 11:00:33.000
4176,1-627878397,Accepted-In Progress,2012/05/29 13:37:20.000
4177,1-627878397,Completed-Closed,2012/05/29 13:38:04.000
4178,1-627936524,Accepted-In Progress,2011/12/22 10:03:52.000
4179,1-627936524,Completed-Closed,2012/04/23 11:20:55.000
4180,1-627980711,Accepted-In Progress,2011/12/22 10:26:34.000
4181,1-627980711,Completed-Closed,2012/02/01 15:40:27.000
4183,1-628078553,Accepted-In Progress,2011/12/22 13:59:52.000
4182,1-628078553,Completed-Closed,2012/04/19 17:42:44.000
4184,1-628105478,Accepted-In Progress,2011/12/22 14:57:58.000
4185,1-628105478,Accepted-Assigned,2012/02/02 12:54:54.000
4186,1-628105478,Accepted-In Progress,2012/04/27 15:39:00.000
4187,1-628105478,Completed-Closed,2012/04/27 15:41:34.000
4192,1-628203323,Accepted-Wait,2012/01/17 21:43:17.000
4188,1-628203323,Accepted-In Progress,2011/12/22 17:18:37.000
4189,1-628203323,Accepted-In Progress,2011/12/22 17:21:45.000
4190,1-628203323,Accepted-Assigned,2011/12/26 16:36:48.000
4191,1-628203323,Accepted-In Progress,2011/12/27 11:05:29.000
4193,1-628203323,Accepted-In Progress,2012/04/03 22:11:09.000
4194,1-628203323,Completed-Closed,2012/05/08 03:29:27.000
4196,1-628222366,Accepted-In Progress,2011/12/22 20:57:48.000
4195,1-628222366,Completed-Closed,2012/01/18 14:51:27.000
4197,1-628255780,Accepted-In Progress,2011/12/22 20:59:12.000
4198,1-628255780,Completed-Closed,2012/01/18 14:51:12.000
4199,1-628669941,Accepted-In Progress,2011/12/23 10:46:51.000
4200,1-628669941,Completed-Closed,2012/01/02 09:24:05.000
4205,1-628704675,Accepted-In Progress,2011/12/23 11:16:00.000
4204,1-628704675,Queued-Awaiting Assignment,2011/12/23 11:17:34.000
4206,1-628704675,Accepted-In Progress,2012/01/04 12:45:11.000
4202,1-628704675,Queued-Awaiting Assignment,2012/01/04 12:46:17.000
4201,1-628704675,Accepted-In Progress,2012/03/30 14:14:17.000
4203,1-628704675,Completed-Closed,2012/03/30 14:30:41.000
4210,1-629618537,Accepted-Assigned,2011/12/27 08:07:18.000
4209,1-629618537,Accepted-In Progress,2011/12/27 08:06:43.000
4207,1-629618537,Completed-Closed,2012/02/08 11:40:32.000
4208,1-629618537,Accepted-In Progress,2012/02/08 11:33:09.000
4211,1-629629428,Accepted-In Progress,2011/12/27 09:05:25.000
4212,1-629629428,Accepted-Assigned,2012/02/21 08:04:40.000
4213,1-629629428,Accepted-In Progress,2012/05/24 15:40:31.000
4214,1-629629428,Completed-Closed,2012/05/24 15:41:49.000
4215,1-629642635,Accepted-In Progress,2011/12/27 07:53:22.000
4216,1-629642635,Accepted-In Progress,2011/12/27 07:58:58.000
4217,1-629642635,Accepted-Wait,2012/02/01 10:14:07.000
4218,1-629642635,Accepted-In Progress,2012/03/20 14:29:41.000
4219,1-629642635,Completed-Closed,2012/03/20 14:30:25.000
4222,1-629991273,Accepted-In Progress,2011/12/28 04:10:10.000
4220,1-629991273,Accepted-In Progress,2012/02/01 12:01:35.000
4221,1-629991273,Completed-Closed,2012/02/01 12:02:09.000
4223,1-630156753,Accepted-In Progress,2011/12/28 09:27:37.000
4224,1-630156753,Queued-Awaiting Assignment,2011/12/28 09:33:19.000
4225,1-630156753,Accepted-In Progress,2012/02/17 08:59:53.000
4226,1-630156753,Completed-Closed,2012/02/17 09:08:22.000
4227,1-630493188,Accepted-In Progress,2011/12/29 08:18:50.000
4228,1-630493188,Completed-Closed,2012/01/05 15:21:33.000
4230,1-631001113,Accepted-In Progress,2011/12/29 13:34:26.000
4229,1-631001113,Completed-Closed,2012/01/02 08:23:31.000
4237,1-631117870,Queued-Awaiting Assignment,2012/03/07 13:19:55.000
4234,1-631117870,Queued-Awaiting Assignment,2012/01/24 09:38:12.000
4239,1-631117870,Accepted-In Progress,2012/01/25 09:53:18.000
4238,1-631117870,Accepted-In Progress,2012/03/12 19:24:36.000
4236,1-631117870,Accepted-Wait,2011/12/30 00:49:46.000
4233,1-631117870,Completed-Closed,2012/03/19 09:54:09.000
4232,1-631117870,Accepted-Wait,2011/12/30 00:47:40.000
4231,1-631117870,Accepted-In Progress,2011/12/30 00:45:55.000
4235,1-631117870,Accepted-Wait,2012/01/25 10:21:00.000
4240,1-631509503,Accepted-In Progress,2011/12/30 15:51:11.000
4241,1-631509503,Completed-Closed,2012/02/01 14:00:43.000
4242,1-632486751,Accepted-In Progress,2012/01/02 14:13:30.000
4243,1-632486751,Accepted-Assigned,2012/01/24 13:04:38.000
4244,1-632486751,Accepted-In Progress,2012/01/24 13:05:35.000
4245,1-632486751,Completed-Closed,2012/01/24 13:06:57.000
4247,1-633036453,Completed-Closed,2012/02/29 13:48:12.000
4249,1-633036453,Accepted-In Progress,2012/01/03 14:54:20.000
4246,1-633036453,Queued-Awaiting Assignment,2012/01/03 14:53:17.000
4248,1-633036453,Accepted-In Progress,2012/01/03 14:40:35.000
4250,1-633092732,Accepted-In Progress,2012/01/03 14:53:21.000
4251,1-633092732,Accepted-In Progress,2012/01/19 07:35:48.000
4252,1-633092732,Completed-Closed,2012/01/19 07:39:52.000
4254,1-633184307,Accepted-In Progress,2012/01/03 21:31:30.000
4253,1-633184307,Completed-Closed,2012/03/14 14:23:58.000
4256,1-634447637,Accepted-In Progress,2012/01/04 10:39:31.000
4257,1-634447637,Accepted-Wait,2012/01/04 10:42:06.000
4255,1-634447637,Accepted-In Progress,2012/01/30 05:05:16.000
4258,1-634447637,Completed-Closed,2012/01/30 05:05:38.000
4259,1-634479154,Accepted-In Progress,2012/01/04 11:28:12.000
4260,1-634479154,Completed-Closed,2012/03/06 10:06:32.000
4262,1-634487640,Accepted-In Progress,2012/01/04 11:50:05.000
4261,1-634487640,Completed-Closed,2012/01/25 14:31:46.000
4263,1-634506651,Accepted-In Progress,2012/01/04 12:36:18.000
4264,1-634506651,Completed-Closed,2012/01/04 12:53:35.000
4265,1-634533656,Accepted-In Progress,2012/01/04 13:02:22.000
4266,1-634533656,Completed-Closed,2012/01/09 13:11:00.000
4267,1-635351501,Accepted-In Progress,2012/01/05 13:27:48.000
4268,1-635351501,Completed-Closed,2012/05/14 08:42:53.000
4270,1-635382525,Accepted-In Progress,2012/01/05 14:48:54.000
4269,1-635382525,Completed-Closed,2012/01/10 15:36:47.000
4271,1-635404161,Accepted-In Progress,2012/01/05 14:10:14.000
4272,1-635404161,Accepted-Wait,2012/01/05 14:10:27.000
4273,1-635404161,Completed-Closed,2012/01/24 09:30:20.000
4281,1-636080278,Queued-Awaiting Assignment,2012/01/06 15:51:57.000
4284,1-636080278,Queued-Awaiting Assignment,2012/01/10 11:24:16.000
4283,1-636080278,Accepted-In Progress,2012/01/10 11:10:26.000
4282,1-636080278,Accepted-In Progress,2012/01/09 15:28:35.000
4280,1-636080278,Queued-Awaiting Assignment,2012/01/09 12:54:45.000
4274,1-636080278,Accepted-In Progress,2012/02/01 15:21:10.000
4278,1-636080278,Queued-Awaiting Assignment,2012/01/09 15:30:19.000
4277,1-636080278,Completed-Closed,2012/02/01 15:21:59.000
4276,1-636080278,Accepted-In Progress,2012/01/06 15:40:03.000
4275,1-636080278,Queued-Awaiting Assignment,2012/01/06 16:06:24.000
4279,1-636080278,Accepted-In Progress,2012/01/06 15:59:41.000
4289,1-636102195,Accepted-In Progress,2012/01/06 16:05:47.000
4290,1-636102195,Accepted-Wait,2012/01/06 16:15:10.000
4288,1-636102195,Queued-Awaiting Assignment,2012/01/21 03:17:23.000
4285,1-636102195,Accepted-Assigned,2012/02/29 13:04:23.000
4286,1-636102195,Accepted-Wait,2012/03/05 16:30:53.000
4287,1-636102195,Completed-Closed,2012/03/28 17:51:35.000
4291,1-636501102,Accepted-In Progress,2012/01/07 11:40:01.000
4292,1-636501102,Completed-Closed,2012/01/30 18:01:01.000
4293,1-636789520,Accepted-In Progress,2012/01/09 07:56:13.000
4294,1-636789520,Completed-Closed,2012/02/20 08:57:45.000
4298,1-636849620,Accepted-In Progress,2012/01/09 08:30:45.000
4297,1-636849620,Accepted-Assigned,2012/01/09 08:33:25.000
4299,1-636849620,Accepted-In Progress,2012/02/17 08:57:41.000
4295,1-636849620,Accepted-Wait,2012/03/28 13:25:34.000
4296,1-636849620,Completed-Closed,2012/03/30 15:14:33.000
4300,1-636852199,Accepted-Assigned,2012/01/09 10:34:33.000
4301,1-636852199,Accepted-Assigned,2012/01/10 06:21:49.000
4302,1-636852199,Accepted-In Progress,2012/01/13 10:15:44.000
4303,1-636852199,Completed-Closed,2012/01/17 14:45:12.000
4304,1-636867758,Accepted-In Progress,2012/01/09 09:07:32.000
4305,1-636867758,Completed-Closed,2012/03/30 13:14:54.000
4319,1-636931254,Accepted-In Progress,2012/01/09 11:46:41.000
4317,1-636931254,Accepted-In Progress,2012/01/09 10:19:06.000
4318,1-636931254,Queued-Awaiting Assignment,2012/01/24 14:05:59.000
4320,1-636931254,Accepted-Assigned,2012/02/09 10:01:34.000
4314,1-636931254,Accepted-In Progress,2012/01/24 14:00:13.000
4322,1-636931254,Accepted-In Progress,2012/01/09 10:21:20.000
4323,1-636931254,Completed-Closed,2012/01/09 12:59:51.000
4324,1-636931254,Accepted-In Progress,2012/01/09 11:44:21.000
4321,1-636931254,Accepted-In Progress,2012/02/09 10:01:40.000
4316,1-636931254,Queued-Awaiting Assignment,2012/01/09 11:46:05.000
4313,1-636931254,Completed-Closed,2012/02/09 10:14:43.000
4315,1-636931254,Accepted-In Progress,2012/02/09 10:00:51.000
4312,1-636931254,Accepted-In Progress,2012/01/24 14:06:00.000
4311,1-636931254,Accepted-In Progress,2012/02/09 11:35:52.000
4310,1-636931254,Accepted-In Progress,2012/01/09 11:45:51.000
4309,1-636931254,Queued-Awaiting Assignment,2012/01/09 11:45:27.000
4308,1-636931254,Accepted-In Progress,2012/01/24 14:07:11.000
4307,1-636931254,Completed-Closed,2012/02/09 11:37:52.000
4306,1-636931254,Completed-Closed,2012/01/24 14:23:47.000
4325,1-637035141,Accepted-In Progress,2012/01/09 11:42:24.000
4326,1-637035141,Completed-Closed,2012/04/11 15:27:17.000
4328,1-637059802,Accepted-In Progress,2012/01/09 11:55:12.000
4327,1-637059802,Completed-Closed,2012/01/09 11:55:57.000
4329,1-637089310,Accepted-In Progress,2012/01/09 12:49:14.000
4330,1-637089310,Accepted-Assigned,2012/01/09 12:52:21.000
4331,1-637089310,Accepted-In Progress,2012/02/14 15:02:15.000
4332,1-637089310,Accepted-In Progress,2012/02/16 13:15:37.000
4333,1-637089310,Completed-Closed,2012/02/16 13:16:32.000
4334,1-637089310,Accepted-In Progress,2012/04/02 17:15:53.000
4335,1-637089310,Completed-Closed,2012/04/02 17:16:13.000
4336,1-637142120,Accepted-In Progress,2012/01/09 13:33:58.000
4337,1-637142120,Completed-Closed,2012/01/09 13:38:43.000
4341,1-637222863,Accepted-In Progress,2012/01/09 14:44:50.000
4342,1-637222863,Accepted-In Progress,2012/01/09 14:43:27.000
4340,1-637222863,Queued-Awaiting Assignment,2012/01/09 14:51:23.000
4339,1-637222863,Completed-Closed,2012/01/09 15:01:12.000
4338,1-637222863,Accepted-In Progress,2012/01/09 14:59:22.000
4343,1-637283508,Accepted-In Progress,2012/01/09 16:38:33.000
4344,1-637283508,Queued-Awaiting Assignment,2012/01/09 16:39:16.000
4345,1-637283508,Accepted-In Progress,2012/01/10 12:16:38.000
4346,1-637283508,Completed-Closed,2012/01/10 12:22:40.000
4347,1-637307494,Queued-Awaiting Assignment,2012/01/09 17:17:37.000
4348,1-637307494,Accepted-In Progress,2012/01/16 16:45:37.000
4349,1-637307494,Completed-Closed,2012/02/10 15:39:17.000
4351,1-637327254,Accepted-In Progress,2012/01/09 19:10:00.000
4350,1-637327254,Completed-Closed,2012/03/14 12:50:13.000
4352,1-637516103,Accepted-In Progress,2012/01/10 05:34:32.000
4353,1-637516103,Queued-Awaiting Assignment,2012/01/10 05:39:30.000
4354,1-637516103,Accepted-In Progress,2012/01/10 09:43:57.000
4355,1-637516103,Completed-Closed,2012/01/10 09:49:47.000
4356,1-637580967,Accepted-In Progress,2012/01/10 09:32:32.000
4357,1-637580967,Accepted-Wait,2012/01/10 09:39:27.000
4358,1-637580967,Completed-Closed,2012/01/18 05:47:11.000
4360,1-637591141,Accepted-In Progress,2012/01/10 08:55:05.000
4359,1-637591141,Completed-Closed,2012/02/29 12:21:30.000
4362,1-637685994,Accepted-In Progress,2012/01/10 10:07:38.000
4363,1-637685994,Completed-Closed,2012/03/19 11:17:49.000
